V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26
3459	0	6	7	7	0.857142857142857	14	15	15	0.933333333333333	8	8	8	1	9	9	9	1	11	12	12	0.916666666666667	16	17	17	0.941176470588235
3550	1	13	18	18	0.722222222222222	8	8	8	1	17	17	17	1	9	10	10	0.9	11	11	11	1	13	13	13	1
3962	0	5	5	5	1	10	12	12	0.833333333333333	10	11	11	0.909090909090909	12	14	14	0.857142857142857	12	13	13	0.923076923076923	8	10	10	0.8
4397	1	9	12	12	0.75	11	12	12	0.916666666666667	10	10	10	1	7	7	7	1	12	12	12	1	9	12	12	0.75
4499	1	8	9	9	0.888888888888889	11	13	13	0.846153846153846	3	4	4	0.75	7	7	7	1	9	10	10	0.9	11	12	12	0.916666666666667
4773	1	7	7	7	1	6	8	8	0.75	12	12	12	1	11	12	12	0.916666666666667	12	14	14	0.857142857142857	8	8	8	1
4818	0	11	12	12	0.916666666666667	7	7	7	1	7	9	9	0.777777777777778	6	7	7	0.857142857142857	14	15	15	0.933333333333333	7	7	7	1
4890	0	5	5	5	1	7	8	8	0.875	6	8	8	0.75	7	9	9	0.777777777777778	10	10	10	1	6	8	8	0.75
5300	1	13	13	13	1	10	10	10	1	15	15	15	1	9	9	9	1	6	6	6	1	9	9	9	1
6541	1	5	5	5	1	6	6	6	1	7	7	7	1	9	9	9	1	7	8	8	0.875	12	14	14	0.857142857142857
6928	0	11	11	11	1	6	7	7	0.857142857142857	5	6	6	0.833333333333333	7	10	10	0.7	6	8	8	0.75	14	15	15	0.933333333333333
6929	0	7	9	9	0.777777777777778	9	10	10	0.9	8	8	8	1	9	9	9	1	7	8	8	0.875	12	12	12	1
7373	1	9	10	10	0.9	5	5	5	1	10	11	11	0.909090909090909	3	4	4	0.75	9	10	10	0.9	6	7	7	0.857142857142857
7571	1	7	9	9	0.777777777777778	7	7	7	1	4	4	4	1	9	12	12	0.75	12	12	12	1	12	13	13	0.923076923076923
7793	1	11	11	11	1	12	12	12	1	6	6	6	1	12	12	12	1	3	3	3	1	15	15	15	1
8174	1	11	11	11	1	5	5	5	1	7	8	8	0.875	8	10	10	0.8	6	6	6	1	10	11	11	0.909090909090909
8506	0	9	9	9	1	9	9	9	1	12	12	12	1	5	8	8	0.625	8	9	9	0.888888888888889	10	10	10	1
8510	0	14	15	15	0.933333333333333	10	10	10	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	7	7	7	1	9	11	11	0.818181818181818
8543	1	10	10	10	1	11	11	11	1	13	13	13	1	7	9	9	0.777777777777778	5	7	7	0.714285714285714	7	7	7	1
8786	0	6	6	6	1	12	12	12	1	13	14	14	0.928571428571429	9	9	9	1	12	12	12	1	13	14	14	0.928571428571429
8915	0	13	13	13	1	6	10	10	0.6	7	7	7	1	9	9	9	1	9	9	9	1	14	14	14	1
8918	1	9	10	10	0.9	8	8	8	1	7	7	7	1	7	9	9	0.777777777777778	11	11	11	1	10	11	11	0.909090909090909
8922	0	7	7	7	1	8	9	9	0.888888888888889	5	6	6	0.833333333333333	7	7	7	1	4	7	7	0.571428571428571	6	6	6	1
8923	0	7	7	7	1	7	9	9	0.777777777777778	3	3	3	1	10	10	10	1	12	13	13	0.923076923076923	10	11	11	0.909090909090909
8934	0	5	5	5	1	5	5	5	1	9	11	11	0.818181818181818	14	15	15	0.933333333333333	9	11	11	0.818181818181818	11	11	11	1
8951	0	7	8	8	0.875	5	7	7	0.714285714285714	11	11	11	1	9	11	11	0.818181818181818	8	8	8	1	7	7	7	1
8958	1	11	12	12	0.916666666666667	4	5	5	0.8	8	8	8	1	8	8	8	1	8	9	9	0.888888888888889	15	15	15	1
8963	1	9	11	11	0.818181818181818	8	9	9	0.888888888888889	10	13	13	0.769230769230769	13	14	14	0.928571428571429	13	13	13	1	11	12	12	0.916666666666667
9150	1	9	9	9	1	6	7	7	0.857142857142857	8	12	12	0.666666666666667	6	7	7	0.857142857142857	9	9	9	1	10	10	10	1
9818	0	14	15	15	0.933333333333333	14	16	16	0.875	7	7	7	1	9	9	9	1	12	14	14	0.857142857142857	16	18	18	0.888888888888889
10022	1	14	14	14	1	7	8	8	0.875	9	11	11	0.818181818181818	6	7	7	0.857142857142857	11	12	12	0.916666666666667	9	9	9	1
10615	0	12	12	12	1	11	11	11	1	15	15	15	1	8	9	9	0.888888888888889	14	15	15	0.933333333333333	9	10	10	0.9
11161	0	9	10	10	0.9	5	6	6	0.833333333333333	8	8	8	1	8	9	9	0.888888888888889	10	10	10	1	2	6	6	0.333333333333333
11279	0	7	7	7	1	11	11	11	1	9	10	10	0.9	10	10	10	1	10	11	11	0.909090909090909	3	3	3	1
11358	0	10	10	10	1	8	9	9	0.888888888888889	8	8	8	1	8	8	8	1	9	11	11	0.818181818181818	12	12	12	1
11487	1	13	14	14	0.928571428571429	7	8	8	0.875	8	8	8	1	7	7	7	1	12	12	12	1	12	14	14	0.857142857142857
12005	1	6	8	8	0.75	8	11	11	0.727272727272727	10	12	12	0.833333333333333	5	5	5	1	7	7	7	1	7	7	7	1
12082	1	10	11	11	0.909090909090909	5	5	5	1	12	12	12	1	6	6	6	1	8	8	8	1	9	10	10	0.9
12561	0	9	9	9	1	8	10	10	0.8	11	12	12	0.916666666666667	8	8	8	1	10	10	10	1	4	4	4	1
12670	1	5	6	6	0.833333333333333	6	8	8	0.75	4	6	6	0.666666666666667	7	9	9	0.777777777777778	10	10	10	1	8	8	8	1
13503	1	9	10	10	0.9	6	7	7	0.857142857142857	11	13	13	0.846153846153846	16	16	16	1	12	14	14	0.857142857142857	15	16	16	0.9375
14553	0	7	10	10	0.7	7	8	8	0.875	9	9	9	1	15	15	15	1	13	13	13	1	11	11	11	1
14687	0	11	11	11	1	6	7	7	0.857142857142857	12	12	12	1	6	8	8	0.75	8	9	9	0.888888888888889	11	11	11	1
14854	1	5	6	6	0.833333333333333	9	14	14	0.642857142857143	8	10	10	0.8	13	13	13	1	8	8	8	1	7	8	8	0.875
15198	0	4	4	4	1	15	15	15	1	9	9	9	1	10	10	10	1	10	11	11	0.909090909090909	13	16	16	0.8125
15203	0	9	10	10	0.9	5	5	5	1	10	10	10	1	15	15	15	1	14	14	14	1	11	12	12	0.916666666666667
15213	1	7	7	7	1	6	6	6	1	10	10	10	1	9	9	9	1	5	5	5	1	14	14	14	1
15801	1	11	13	13	0.846153846153846	12	13	13	0.923076923076923	9	9	9	1	12	12	12	1	16	17	17	0.941176470588235	10	10	10	1
15812	1	8	10	10	0.8	5	6	6	0.833333333333333	3	5	5	0.6	7	7	7	1	10	10	10	1	11	11	11	1
15819	0	8	8	8	1	12	13	13	0.923076923076923	11	11	11	1	10	11	11	0.909090909090909	9	10	10	0.9	13	14	14	0.928571428571429
15829	1	10	10	10	1	7	8	8	0.875	11	11	11	1	7	8	8	0.875	7	7	7	1	4	5	5	0.8
16238	0	11	11	11	1	10	10	10	1	10	10	10	1	8	8	8	1	19	21	21	0.904761904761905	5	5	5	1
16358	1	13	13	13	1	16	16	16	1	14	15	15	0.933333333333333	15	15	15	1	9	12	12	0.75	10	11	11	0.909090909090909
16424	0	10	10	10	1	13	13	13	1	7	7	7	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667	5	5	5	1
16522	1	11	12	12	0.916666666666667	8	8	8	1	7	7	7	1	11	11	11	1	7	8	8	0.875	5	5	5	1
16524	1	10	12	12	0.833333333333333	10	10	10	1	9	9	9	1	16	16	16	1	16	16	16	1	11	12	12	0.916666666666667
16653	1	9	9	9	1	9	9	9	1	9	9	9	1	9	10	10	0.9	10	10	10	1	15	15	15	1
16681	1	11	11	11	1	8	8	8	1	11	11	11	1	10	12	12	0.833333333333333	12	14	14	0.857142857142857	11	12	12	0.916666666666667
16695	0	8	9	9	0.888888888888889	2	4	4	0.5	7	7	7	1	11	12	12	0.916666666666667	10	11	11	0.909090909090909	11	12	12	0.916666666666667
16697	1	5	5	5	1	7	7	7	1	8	9	9	0.888888888888889	13	13	13	1	9	10	10	0.9	6	6	6	1
16700	0	7	7	7	1	10	14	14	0.714285714285714	4	4	4	1	6	7	7	0.857142857142857	12	13	13	0.923076923076923	7	7	7	1
16723	0	10	12	12	0.833333333333333	10	10	10	1	6	7	7	0.857142857142857	12	13	13	0.923076923076923	6	7	7	0.857142857142857	9	9	9	1
16895	0	11	11	11	1	6	6	6	1	12	13	13	0.923076923076923	12	12	12	1	8	8	8	1	7	7	7	1
16955	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667	7	7	7	1	10	10	10	1	7	8	8	0.875	13	13	13	1
17634	0	12	12	12	1	5	5	5	1	8	9	9	0.888888888888889	10	10	10	1	14	14	14	1	13	15	15	0.866666666666667
17639	1	11	11	11	1	8	9	9	0.888888888888889	9	11	11	0.818181818181818	14	14	14	1	14	15	15	0.933333333333333	8	9	9	0.888888888888889
17911	1	9	12	12	0.75	11	12	12	0.916666666666667	14	16	16	0.875	10	11	11	0.909090909090909	12	15	15	0.8	11	11	11	1
18299	0	10	10	10	1	8	11	11	0.727272727272727	9	10	10	0.9	10	11	11	0.909090909090909	11	12	12	0.916666666666667	11	11	11	1
18319	1	5	9	9	0.555555555555556	6	7	7	0.857142857142857	6	6	6	1	16	16	16	1	4	4	4	1	6	6	6	1
19212	0	8	9	9	0.888888888888889	9	10	10	0.9	13	13	13	1	5	5	5	1	11	12	12	0.916666666666667	11	11	11	1
19545	1	8	8	8	1	6	8	8	0.75	4	7	7	0.571428571428571	6	7	7	0.857142857142857	7	7	7	1	13	15	15	0.866666666666667
19635	0	15	17	17	0.882352941176471	11	11	11	1	8	8	8	1	6	6	6	1	12	12	12	1	13	14	14	0.928571428571429
19664	1	9	9	9	1	8	12	12	0.666666666666667	9	13	13	0.692307692307692	16	17	17	0.941176470588235	9	10	10	0.9	6	7	7	0.857142857142857
19672	0	5	5	5	1	10	11	11	0.909090909090909	9	9	9	1	10	10	10	1	7	8	8	0.875	9	9	9	1
19676	1	7	7	7	1	12	12	12	1	8	10	10	0.8	11	13	13	0.846153846153846	17	19	19	0.894736842105263	11	11	11	1
19682	0	8	9	9	0.888888888888889	9	9	9	1	8	8	8	1	6	6	6	1	5	6	6	0.833333333333333	6	8	8	0.75
19690	1	13	14	14	0.928571428571429	13	13	13	1	13	13	13	1	10	11	11	0.909090909090909	12	12	12	1	8	9	9	0.888888888888889
19697	1	11	11	11	1	15	16	16	0.9375	6	7	7	0.857142857142857	7	10	10	0.7	6	7	7	0.857142857142857	6	8	8	0.75
19700	0	13	13	13	1	13	14	14	0.928571428571429	12	12	12	1	12	12	12	1	7	8	8	0.875	7	8	8	0.875
19712	1	11	12	12	0.916666666666667	8	8	8	1	12	12	12	1	6	8	8	0.75	14	15	15	0.933333333333333	5	6	6	0.833333333333333
19727	0	8	9	9	0.888888888888889	11	12	12	0.916666666666667	16	16	16	1	9	10	10	0.9	6	7	7	0.857142857142857	10	12	12	0.833333333333333
19731	1	10	11	11	0.909090909090909	10	11	11	0.909090909090909	9	13	13	0.692307692307692	9	9	9	1	8	9	9	0.888888888888889	12	13	13	0.923076923076923
19736	1	6	8	8	0.75	10	12	12	0.833333333333333	11	13	13	0.846153846153846	4	5	5	0.8	5	6	6	0.833333333333333	14	14	14	1
19743	1	8	9	9	0.888888888888889	9	9	9	1	7	10	10	0.7	9	10	10	0.9	5	6	6	0.833333333333333	8	10	10	0.8
19892	1	7	7	7	1	13	16	16	0.8125	9	11	11	0.818181818181818	10	11	11	0.909090909090909	11	12	12	0.916666666666667	6	8	8	0.75
19971	1	9	9	9	1	14	14	14	1	12	13	13	0.923076923076923	11	12	12	0.916666666666667	12	12	12	1	8	9	9	0.888888888888889
20024	1	7	7	7	1	9	10	10	0.9	5	6	6	0.833333333333333	8	9	9	0.888888888888889	13	14	14	0.928571428571429	8	10	10	0.8
20227	1	6	7	7	0.857142857142857	10	10	10	1	8	9	9	0.888888888888889	10	11	11	0.909090909090909	9	9	9	1	8	9	9	0.888888888888889
20297	1	13	13	13	1	18	19	19	0.947368421052632	15	15	15	1	12	12	12	1	10	11	11	0.909090909090909	8	10	10	0.8
20759	1	13	13	13	1	10	11	11	0.909090909090909	9	9	9	1	13	13	13	1	10	12	12	0.833333333333333	15	15	15	1
20790	0	12	13	13	0.923076923076923	8	9	9	0.888888888888889	7	7	7	1	5	6	6	0.833333333333333	6	7	7	0.857142857142857	11	11	11	1
20814	0	10	10	10	1	10	11	11	0.909090909090909	10	11	11	0.909090909090909	5	6	6	0.833333333333333	9	9	9	1	10	12	12	0.833333333333333
20862	0	10	12	12	0.833333333333333	9	12	12	0.75	17	18	18	0.944444444444444	10	10	10	1	15	16	16	0.9375	6	6	6	1
20873	0	10	10	10	1	12	14	14	0.857142857142857	7	9	9	0.777777777777778	10	11	11	0.909090909090909	9	10	10	0.9	9	12	12	0.75
20875	1	15	15	15	1	9	10	10	0.9	17	17	17	1	6	7	7	0.857142857142857	9	9	9	1	15	16	16	0.9375
20887	1	10	10	10	1	6	7	7	0.857142857142857	10	11	11	0.909090909090909	5	6	6	0.833333333333333	11	14	14	0.785714285714286	9	10	10	0.9
21609	0	9	10	10	0.9	9	10	10	0.9	11	12	12	0.916666666666667	8	9	9	0.888888888888889	8	8	8	1	8	8	8	1
21851	1	7	7	7	1	10	12	12	0.833333333333333	12	14	14	0.857142857142857	8	11	11	0.727272727272727	10	11	11	0.909090909090909	7	10	10	0.7
21862	1	8	10	10	0.8	12	12	12	1	8	9	9	0.888888888888889	16	16	16	1	9	12	12	0.75	10	11	11	0.909090909090909
21863	1	10	12	12	0.833333333333333	5	5	5	1	10	11	11	0.909090909090909	12	12	12	1	10	10	10	1	5	5	5	1
21884	0	7	8	8	0.875	6	6	6	1	14	15	15	0.933333333333333	6	6	6	1	10	11	11	0.909090909090909	9	10	10	0.9
21908	1	18	18	18	1	12	13	13	0.923076923076923	9	9	9	1	14	15	15	0.933333333333333	10	10	10	1	4	4	4	1
21920	1	8	8	8	1	12	12	12	1	8	8	8	1	10	10	10	1	5	8	8	0.625	5	5	5	1
22243	1	7	7	7	1	13	13	13	1	9	9	9	1	12	12	12	1	9	9	9	1	6	6	6	1
22612	1	10	10	10	1	11	11	11	1	9	9	9	1	12	13	13	0.923076923076923	14	14	14	1	8	8	8	1
23705	0	14	14	14	1	9	10	10	0.9	10	12	12	0.833333333333333	10	10	10	1	6	7	7	0.857142857142857	5	8	8	0.625
23727	0	7	9	9	0.777777777777778	10	10	10	1	14	15	15	0.933333333333333	11	11	11	1	7	7	7	1	8	9	9	0.888888888888889
23933	1	10	10	10	1	10	10	10	1	13	13	13	1	7	8	8	0.875	12	12	12	1	10	10	10	1
24033	0	7	8	8	0.875	10	10	10	1	8	10	10	0.8	4	7	7	0.571428571428571	11	12	12	0.916666666666667	9	9	9	1
24291	0	7	8	8	0.875	9	9	9	1	11	11	11	1	11	11	11	1	6	6	6	1	8	8	8	1
24362	1	11	11	11	1	11	11	11	1	8	8	8	1	14	15	15	0.933333333333333	8	8	8	1	8	8	8	1
24482	0	6	6	6	1	13	15	15	0.866666666666667	13	14	14	0.928571428571429	12	12	12	1	7	7	7	1	7	7	7	1
24483	0	12	13	13	0.923076923076923	6	6	6	1	6	7	7	0.857142857142857	16	18	18	0.888888888888889	9	9	9	1	11	12	12	0.916666666666667
24569	0	9	11	11	0.818181818181818	9	9	9	1	5	5	5	1	6	6	6	1	13	14	14	0.928571428571429	10	11	11	0.909090909090909
24696	1	12	12	12	1	13	13	13	1	11	11	11	1	8	8	8	1	7	8	8	0.875	13	14	14	0.928571428571429
24842	1	7	7	7	1	10	11	11	0.909090909090909	14	14	14	1	5	5	5	1	6	6	6	1	7	8	8	0.875
25287	0	7	7	7	1	15	16	16	0.9375	7	8	8	0.875	10	11	11	0.909090909090909	8	8	8	1	5	5	5	1
25691	1	12	12	12	1	6	7	7	0.857142857142857	6	8	8	0.75	15	15	15	1	13	13	13	1	6	6	6	1
26218	0	6	6	6	1	10	10	10	1	5	6	6	0.833333333333333	14	16	16	0.875	4	6	6	0.666666666666667	3	3	3	1
26320	0	11	11	11	1	16	17	17	0.941176470588235	7	7	7	1	8	8	8	1	8	9	9	0.888888888888889	9	11	11	0.818181818181818
26796	0	12	13	13	0.923076923076923	10	10	10	1	5	5	5	1	8	8	8	1	6	6	6	1	10	10	10	1
26875	1	6	9	9	0.666666666666667	4	4	4	1	12	13	13	0.923076923076923	9	9	9	1	6	6	6	1	6	7	7	0.857142857142857
27112	1	6	6	6	1	8	10	10	0.8	5	7	7	0.714285714285714	12	14	14	0.857142857142857	9	9	9	1	9	9	9	1
27453	0	11	12	12	0.916666666666667	8	8	8	1	9	9	9	1	10	10	10	1	8	9	9	0.888888888888889	15	15	15	1
29583	1	14	14	14	1	8	8	8	1	5	5	5	1	10	12	12	0.833333333333333	4	4	4	1	14	14	14	1
29620	0	10	10	10	1	16	17	17	0.941176470588235	8	12	12	0.666666666666667	11	11	11	1	9	9	9	1	7	7	7	1
30372	0	7	7	7	1	7	10	10	0.7	9	10	10	0.9	8	8	8	1	7	8	8	0.875	3	4	4	0.75
30408	0	8	10	10	0.8	6	6	6	1	9	11	11	0.818181818181818	10	11	11	0.909090909090909	8	10	10	0.8	9	9	9	1
31320	0	6	7	7	0.857142857142857	19	20	20	0.95	17	17	17	1	9	11	11	0.818181818181818	9	9	9	1	8	8	8	1
31432	1	9	11	11	0.818181818181818	9	11	11	0.818181818181818	11	12	12	0.916666666666667	9	9	9	1	11	12	12	0.916666666666667	16	16	16	1
32451	1	7	8	8	0.875	11	12	12	0.916666666666667	7	8	8	0.875	8	10	10	0.8	3	4	4	0.75	9	9	9	1
32476	0	13	13	13	1	7	7	7	1	7	7	7	1	10	10	10	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667
32891	0	11	12	12	0.916666666666667	6	6	6	1	7	7	7	1	12	12	12	1	11	11	11	1	12	12	12	1
32893	1	7	7	7	1	11	12	12	0.916666666666667	11	11	11	1	12	12	12	1	7	7	7	1	5	6	6	0.833333333333333
32918	0	10	12	12	0.833333333333333	4	4	4	1	8	8	8	1	15	15	15	1	17	17	17	1	4	5	5	0.8
32930	0	6	10	10	0.6	9	9	9	1	5	5	5	1	12	12	12	1	13	14	14	0.928571428571429	14	15	15	0.933333333333333
32975	1	11	11	11	1	10	10	10	1	9	9	9	1	8	8	8	1	11	11	11	1	10	10	10	1
33141	1	10	11	11	0.909090909090909	7	7	7	1	8	8	8	1	9	9	9	1	9	9	9	1	7	7	7	1
34097	1	7	7	7	1	6	6	6	1	6	7	7	0.857142857142857	7	7	7	1	10	11	11	0.909090909090909	6	6	6	1
34116	1	11	11	11	1	14	15	15	0.933333333333333	15	15	15	1	12	15	15	0.8	9	9	9	1	10	11	11	0.909090909090909
34122	0	7	8	8	0.875	6	9	9	0.666666666666667	9	9	9	1	8	9	9	0.888888888888889	7	8	8	0.875	7	8	8	0.875
34196	0	14	14	14	1	9	9	9	1	11	12	12	0.916666666666667	9	9	9	1	7	7	7	1	11	11	11	1
34345	0	14	14	14	1	12	12	12	1	6	7	7	0.857142857142857	9	9	9	1	12	14	14	0.857142857142857	7	9	9	0.777777777777778
34840	0	9	9	9	1	7	10	10	0.7	5	6	6	0.833333333333333	7	8	8	0.875	12	13	13	0.923076923076923	12	12	12	1
36179	1	10	10	10	1	3	4	4	0.75	10	10	10	1	6	6	6	1	8	8	8	1	4	4	4	1
36200	0	7	9	9	0.777777777777778	9	9	9	1	12	12	12	1	9	9	9	1	10	10	10	1	7	9	9	0.777777777777778
36239	0	2	3	3	0.666666666666667	13	17	17	0.764705882352941	7	8	8	0.875	4	6	6	0.666666666666667	7	8	8	0.875	8	9	9	0.888888888888889
36270	1	8	9	9	0.888888888888889	7	7	7	1	9	9	9	1	10	11	11	0.909090909090909	9	9	9	1	8	10	10	0.8
36373	0	9	9	9	1	5	6	6	0.833333333333333	8	8	8	1	3	5	5	0.6	10	10	10	1	7	8	8	0.875
36381	1	6	6	6	1	11	13	13	0.846153846153846	6	6	6	1	8	8	8	1	7	8	8	0.875	12	13	13	0.923076923076923
36397	0	13	15	15	0.866666666666667	7	9	9	0.777777777777778	9	9	9	1	11	13	13	0.846153846153846	9	9	9	1	7	8	8	0.875
36408	0	7	8	8	0.875	8	9	9	0.888888888888889	8	8	8	1	8	9	9	0.888888888888889	10	11	11	0.909090909090909	12	13	13	0.923076923076923
36452	1	8	8	8	1	13	13	13	1	13	14	14	0.928571428571429	16	16	16	1	15	15	15	1	10	10	10	1
36464	0	6	6	6	1	11	11	11	1	11	11	11	1	13	14	14	0.928571428571429	8	9	9	0.888888888888889	9	9	9	1
36472	1	6	6	6	1	9	9	9	1	13	14	14	0.928571428571429	9	9	9	1	10	13	13	0.769230769230769	5	7	7	0.714285714285714
36483	1	9	10	10	0.9	9	9	9	1	8	8	8	1	6	6	6	1	8	10	10	0.8	7	8	8	0.875
36509	1	10	10	10	1	7	7	7	1	10	10	10	1	13	13	13	1	6	7	7	0.857142857142857	14	15	15	0.933333333333333
36546	0	18	18	18	1	10	10	10	1	5	5	5	1	8	8	8	1	12	13	13	0.923076923076923	17	17	17	1
36662	0	9	11	11	0.818181818181818	11	11	11	1	9	9	9	1	7	9	9	0.777777777777778	16	16	16	1	12	12	12	1
37181	0	5	5	5	1	11	13	13	0.846153846153846	12	13	13	0.923076923076923	5	6	6	0.833333333333333	7	8	8	0.875	6	8	8	0.75
37899	0	11	12	12	0.916666666666667	16	17	17	0.941176470588235	9	10	10	0.9	10	10	10	1	5	6	6	0.833333333333333	7	7	7	1
38337	0	10	10	10	1	10	10	10	1	14	15	15	0.933333333333333	7	9	9	0.777777777777778	5	6	6	0.833333333333333	7	7	7	1
38434	1	8	9	9	0.888888888888889	10	10	10	1	14	14	14	1	4	4	4	1	8	8	8	1	11	12	12	0.916666666666667
38436	0	12	13	13	0.923076923076923	9	11	11	0.818181818181818	7	8	8	0.875	10	13	13	0.769230769230769	7	7	7	1	11	15	15	0.733333333333333
38441	0	8	8	8	1	9	11	11	0.818181818181818	11	12	12	0.916666666666667	10	12	12	0.833333333333333	13	13	13	1	14	14	14	1
38472	0	16	16	16	1	13	13	13	1	9	9	9	1	11	11	11	1	4	4	4	1	4	4	4	1
38518	0	10	10	10	1	8	8	8	1	7	8	8	0.875	11	11	11	1	11	15	15	0.733333333333333	8	9	9	0.888888888888889
38869	0	11	12	12	0.916666666666667	15	15	15	1	12	13	13	0.923076923076923	9	9	9	1	8	9	9	0.888888888888889	11	11	11	1
38889	0	6	6	6	1	10	10	10	1	11	11	11	1	9	11	11	0.818181818181818	8	8	8	1	8	9	9	0.888888888888889
38988	1	10	11	11	0.909090909090909	7	8	8	0.875	13	13	13	1	9	11	11	0.818181818181818	6	6	6	1	9	10	10	0.9
39001	1	8	8	8	1	12	12	12	1	8	10	10	0.8	8	8	8	1	12	12	12	1	6	6	6	1
39016	1	13	13	13	1	8	8	8	1	6	6	6	1	13	15	15	0.866666666666667	13	14	14	0.928571428571429	7	8	8	0.875
39340	1	12	12	12	1	11	11	11	1	10	10	10	1	10	11	11	0.909090909090909	4	5	5	0.8	2	2	2	1
39782	1	11	11	11	1	8	8	8	1	12	12	12	1	6	6	6	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889
40003	0	7	7	7	1	2	2	2	1	8	8	8	1	10	10	10	1	7	7	7	1	8	8	8	1
40017	0	10	13	13	0.769230769230769	7	8	8	0.875	9	10	10	0.9	9	10	10	0.9	5	5	5	1	12	12	12	1
40030	0	13	15	15	0.866666666666667	9	10	10	0.9	13	13	13	1	7	7	7	1	9	9	9	1	9	9	9	1
40625	1	13	13	13	1	8	9	9	0.888888888888889	11	12	12	0.916666666666667	12	12	12	1	14	14	14	1	10	10	10	1
40981	0	8	9	9	0.888888888888889	11	11	11	1	9	9	9	1	10	10	10	1	11	12	12	0.916666666666667	10	11	11	0.909090909090909
41386	1	9	9	9	1	9	9	9	1	15	15	15	1	9	9	9	1	10	11	11	0.909090909090909	9	12	12	0.75
41496	1	6	6	6	1	6	6	6	1	8	8	8	1	12	12	12	1	8	8	8	1	8	9	9	0.888888888888889
41814	0	12	12	12	1	6	7	7	0.857142857142857	7	7	7	1	6	7	7	0.857142857142857	8	8	8	1	11	12	12	0.916666666666667
42291	0	4	5	5	0.8	10	11	11	0.909090909090909	12	13	13	0.923076923076923	7	7	7	1	8	8	8	1	9	10	10	0.9
42314	0	10	10	10	1	11	15	15	0.733333333333333	10	11	11	0.909090909090909	9	11	11	0.818181818181818	8	8	8	1	3	3	3	1
42514	1	4	5	5	0.8	8	10	10	0.8	6	7	7	0.857142857142857	5	7	7	0.714285714285714	12	13	13	0.923076923076923	5	6	6	0.833333333333333
42587	1	6	9	9	0.666666666666667	9	11	11	0.818181818181818	7	7	7	1	10	11	11	0.909090909090909	10	11	11	0.909090909090909	12	12	12	1
42600	1	11	12	12	0.916666666666667	6	7	7	0.857142857142857	7	8	8	0.875	6	6	6	1	11	12	12	0.916666666666667	9	10	10	0.9
42635	1	14	15	15	0.933333333333333	9	10	10	0.9	4	6	6	0.666666666666667	9	9	9	1	9	9	9	1	11	11	11	1
42639	1	10	10	10	1	6	8	8	0.75	9	10	10	0.9	11	11	11	1	15	16	16	0.9375	9	10	10	0.9
42743	0	10	13	13	0.769230769230769	10	11	11	0.909090909090909	15	15	15	1	5	5	5	1	10	10	10	1	6	6	6	1
43720	0	9	9	9	1	8	9	9	0.888888888888889	9	9	9	1	8	9	9	0.888888888888889	10	11	11	0.909090909090909	3	4	4	0.75
44660	1	4	5	5	0.8	9	13	13	0.692307692307692	9	10	10	0.9	9	9	9	1	8	10	10	0.8	5	6	6	0.833333333333333
